ic_number,plate_number,age,months_as_customer,vehicle_age_years,vehicle_make,policy_expired_flag,deductible_amount,market_value,damage_severity_score,repair_amount,at_fault_flag,time_to_report_days,claim_reported_to_police_flag,license_type_missing_flag,num_third_parties,num_witnesses,approval_flag,coverage_amount
610821-84-3743,GKI8725,18,0,2,Proton X70,0,300.0,110000.0,0.59,25861.84,1,6,0,0,3,3,0,0.0
000730-82-9006,EUI5002,36,22,13,Perodua Myvi,0,300.0,50000.0,0.77,15237.98,0,6,0,0,1,4,1,14937.98
550616-16-4094,MEM7735,43,6,15,Perodua Myvi,0,200.0,50000.0,0.48,11559.65,1,9,0,0,0,2,0,0.0
610401-72-9593,JOY0818,33,4,9,Perodua Myvi,0,800.0,50000.0,0.62,10220.21,0,5,1,0,0,0,1,9420.21
860331-66-4974,JDO9386,36,29,11,Nissan Almera,0,1000.0,70000.0,0.76,18670.08,1,4,1,0,1,1,1,17670.08
750722-73-8737,VGH9384,18,0,6,Proton X70,0,1000.0,110000.0,0.69,29648.77,1,4,1,1,1,2,1,28648.77
601102-03-6567,KXB2514,41,0,8,Honda City,0,200.0,80000.0,0.66,19893.93,1,4,0,0,0,2,1,19693.93
750331-85-9382,SDU5041,21,36,16,Perodua Myvi,0,300.0,50000.0,0.51,9992.83,0,3,1,0,1,0,1,9692.83
840603-13-2764,VYP4020,52,2,9,BMW 3 Series,0,500.0,250000.0,0.42,41138.77,0,5,1,0,3,2,1,40638.77
060228-74-6198,IQY3549,47,2,5,Proton X70,0,500.0,110000.0,0.62,22459.79,0,3,0,0,1,0,1,21959.79
930316-56-0160,NZX4335,32,5,7,Proton X70,0,1000.0,110000.0,0.67,29095.62,0,5,1,0,0,1,1,28095.62
651210-93-1011,LSR4807,37,42,4,Perodua Myvi,0,1000.0,50000.0,0.66,10068.42,0,5,0,0,1,1,1,9068.42
481219-61-3935,DHZ2597,62,0,13,Perodua Myvi,0,1000.0,50000.0,0.43,10386.52,1,2,0,1,0,1,0,0.0
700906-91-3870,VAM2340,54,14,6,Proton X70,0,500.0,110000.0,0.4,20817.09,1,4,1,0,1,0,1,20317.09
720826-89-0271,FQG2288,56,6,12,Honda City,0,300.0,80000.0,0.72,18904.92,0,1,1,0,2,2,1,18604.92
670411-12-7700,JIR2634,56,6,12,Honda City,0,800.0,80000.0,0.77,20715.95,0,8,1,0,1,0,1,19915.95
480810-27-0848,GCL5359,29,50,18,Perodua Myvi,0,1000.0,50000.0,0.63,13582.51,1,3,1,0,2,2,1,12582.51
520221-33-5600,TRD3589,37,86,18,Perodua Myvi,0,200.0,50000.0,0.51,8067.26,0,6,0,0,0,3,1,7867.26
030102-78-9415,DCV1752,24,72,6,Nissan Almera,0,200.0,70000.0,0.59,15292.9,0,4,0,0,1,2,1,15092.9
900614-19-2487,OWA9446,18,0,1,Perodua Myvi,0,200.0,50000.0,0.63,15624.24,1,7,0,0,1,0,0,0.0
920212-58-0086,LHB0875,19,12,15,Perodua Myvi,0,800.0,50000.0,0.77,14775.63,0,6,1,0,0,0,1,13975.63
890315-35-0082,KAK2126,48,25,1,Proton X70,0,300.0,110000.0,0.51,24363.55,0,7,1,0,0,0,1,24063.55
830706-65-9754,WMI4172,34,1,12,Perodua Myvi,0,500.0,50000.0,0.48,10349.94,0,4,1,0,0,0,1,9849.94
570415-86-9308,NIU2104,35,69,12,Mazda 3,0,500.0,130000.0,0.54,23801.62,0,3,1,0,1,0,1,23301.62
681228-73-0390,ASD2271,41,37,13,Perodua Myvi,0,1000.0,50000.0,0.73,14776.32,1,6,1,0,1,0,1,13776.32
810406-01-2218,ZIO0651,40,57,16,Perodua Myvi,0,300.0,50000.0,0.52,11156.71,0,7,1,0,0,2,1,10856.71
060503-27-0973,QBA0762,54,12,11,Perodua Myvi,0,500.0,50000.0,0.48,7623.68,0,5,1,0,0,0,1,7123.68
011122-48-4757,DTC8494,34,26,1,Honda City,0,500.0,80000.0,0.59,19015.39,0,10,1,0,0,0,1,18515.39
000320-38-0208,LXJ5398,29,53,11,Perodua Myvi,0,300.0,50000.0,0.48,9988.61,1,5,0,0,0,1,1,9688.61
690116-66-1581,FHO5658,30,3,5,Toyota Vios,0,500.0,75000.0,0.6,21613.56,0,3,1,0,1,1,1,21113.56
570730-25-2680,WYR8667,44,61,4,Perodua Myvi,0,500.0,50000.0,0.51,11119.41,1,10,1,0,1,1,1,10619.41
770719-04-9734,ROU4894,49,1,0,Perodua Myvi,0,1000.0,50000.0,0.63,11514.22,0,5,1,0,0,1,1,10514.22
921219-73-3468,SPK7178,30,18,14,Perodua Myvi,0,1000.0,50000.0,0.66,14686.17,1,6,1,0,0,3,1,13686.17
560813-39-2872,JYS8474,31,6,5,Perodua Myvi,0,500.0,50000.0,0.46,7086.03,0,2,0,0,1,0,1,6586.03
490106-52-4912,XGM6290,51,3,5,Mazda 3,0,500.0,130000.0,0.7,45457.09,0,4,1,0,0,2,1,44957.09
010314-90-0229,RAS5784,19,12,6,Proton X70,0,1000.0,110000.0,0.71,35319.21,0,7,1,0,0,0,1,34319.21
850701-92-1834,AXY6997,32,41,0,Proton X70,0,1000.0,110000.0,0.49,18216.86,0,4,1,0,2,1,1,17216.86
810711-42-7369,OUX5343,30,21,7,Proton X70,0,300.0,110000.0,0.43,21131.26,0,7,1,0,0,0,1,20831.26
860309-39-9034,JCZ3586,37,37,1,Perodua Myvi,0,500.0,50000.0,0.61,10652.95,0,4,1,0,0,0,1,10152.95
511021-09-5582,FSL7132,49,2,3,Proton X70,0,800.0,110000.0,0.64,24479.14,0,4,0,0,1,4,1,23679.14
840509-51-8690,ZEB3394,18,0,6,Proton X70,0,300.0,110000.0,0.61,29386.33,0,5,1,0,0,1,1,29086.33
870214-33-8536,PZI4028,30,9,15,Honda City,0,1000.0,80000.0,0.41,13178.64,0,4,0,0,1,1,1,12178.64
790531-20-9180,AXL1425,47,76,2,Proton X70,0,300.0,110000.0,0.68,32298.84,0,6,1,0,0,1,1,31998.84
621223-05-2326,HJC5355,26,0,1,Mazda 3,0,800.0,130000.0,0.45,20293.45,0,4,1,0,1,1,1,19493.45
880607-66-5526,ZXH5562,40,1,4,Mazda 3,0,800.0,130000.0,0.62,28686.15,1,5,0,0,1,2,1,27886.15
950815-18-5917,GAH0471,40,0,1,Perodua Myvi,0,500.0,50000.0,0.73,13119.17,0,3,1,0,0,0,1,12619.17
531103-78-9286,USZ7010,44,76,6,Proton X70,0,1000.0,110000.0,0.68,29608.97,0,4,1,0,1,0,1,28608.97
641008-17-5675,TYP3003,36,86,2,Perodua Myvi,0,300.0,50000.0,0.77,17178.56,0,7,1,0,0,1,1,16878.56
690118-78-5881,ZWI5673,59,29,1,Perodua Myvi,0,800.0,50000.0,0.59,10191.53,0,4,1,0,0,0,1,9391.53
870323-64-0159,XGC0554,41,17,6,Proton X70,0,500.0,110000.0,0.53,25672.75,0,10,1,0,2,0,1,25172.75
760305-79-7541,JIJ8470,53,0,3,Perodua Myvi,0,200.0,50000.0,0.6,12784.05,0,4,1,0,0,0,1,12584.05
830505-12-4029,XDI1778,18,0,7,Proton X70,0,1000.0,110000.0,0.8,32065.61,0,6,0,0,0,0,1,31065.61
720408-03-2290,PKX9831,41,0,13,Perodua Myvi,0,500.0,50000.0,0.66,15982.71,0,2,1,0,0,2,1,15482.71
070123-56-4023,NJJ7226,44,65,7,Perodua Myvi,0,200.0,50000.0,0.7,14739.76,0,4,0,0,1,1,1,14539.76
450908-36-7167,BAM1006,56,16,0,Perodua Myvi,0,800.0,50000.0,0.54,12797.74,1,3,1,0,1,1,1,11997.74
671006-84-9637,GQQ0524,33,39,7,Proton X70,0,200.0,110000.0,0.53,27550.52,1,6,1,0,1,0,1,27350.52
611117-42-7103,MRN7047,41,3,7,Honda City,0,500.0,80000.0,0.68,26444.63,0,6,1,0,0,0,1,25944.63
781004-30-3652,AFI1137,27,33,14,Honda City,0,200.0,80000.0,0.74,20393.62,1,3,1,0,1,3,1,20193.62
750425-70-7074,BXV2150,38,36,9,Perodua Myvi,0,1000.0,50000.0,0.76,15256.99,0,11,1,0,0,3,1,14256.99
540320-81-3762,SQA0195,35,1,15,Perodua Myvi,0,200.0,50000.0,0.46,9959.57,0,3,0,0,0,0,1,9759.57
811220-69-3338,BTZ3156,32,3,8,Perodua Myvi,0,300.0,50000.0,0.56,8866.22,0,3,1,0,0,0,1,8566.22
510226-02-5225,VOY8077,49,0,1,Perodua Myvi,0,800.0,50000.0,0.5,12088.56,0,6,1,0,0,2,1,11288.56
541110-90-2987,HBX8465,26,32,8,Honda City,0,300.0,80000.0,0.69,16671.15,0,4,1,0,0,0,1,16371.150000000001
881210-85-3394,KTI0682,33,7,17,Perodua Myvi,0,500.0,50000.0,0.45,10318.72,1,7,1,0,0,0,0,0.0
720712-63-9532,AFT1122,46,7,21,Mazda 3,0,800.0,130000.0,0.44,20749.98,0,3,1,0,1,0,1,19949.98
560112-42-5537,IAS3268,38,48,6,Perodua Myvi,0,500.0,50000.0,0.49,8807.47,0,6,1,0,0,1,1,8307.47
490429-53-5793,QDL4492,37,4,10,Perodua Myvi,0,800.0,50000.0,0.63,14254.98,0,4,1,0,0,3,1,13454.98
741205-79-2490,RZX1260,18,0,7,Proton X70,0,800.0,110000.0,0.54,26476.7,1,2,1,0,0,3,1,25676.7
931024-76-6928,LFG8503,33,41,20,Perodua Myvi,0,200.0,50000.0,0.51,9148.0,1,5,1,0,0,1,1,8948.0
480905-18-0036,PWW9303,24,1,20,Perodua Myvi,0,500.0,50000.0,0.73,11065.58,0,5,1,0,1,1,1,10565.58
000113-74-8416,EYB0864,54,5,11,Perodua Myvi,0,500.0,50000.0,0.68,11105.8,0,6,0,0,1,1,1,10605.8
930614-43-9015,OSW9322,42,7,7,Proton X70,0,1000.0,110000.0,0.44,15550.11,0,1,1,0,2,1,1,14550.11
890506-65-7273,KSC7068,36,158,13,Perodua Myvi,0,200.0,50000.0,0.76,14418.54,0,8,0,0,0,0,1,14218.54
830124-38-7077,LBT0319,36,6,9,Perodua Myvi,0,200.0,50000.0,0.62,14056.98,0,2,1,0,1,0,1,13856.98
660108-82-2694,KSI6643,18,0,11,Perodua Myvi,0,800.0,50000.0,0.56,10210.56,0,6,0,0,0,2,1,9410.56
980216-09-9526,FJG9876,45,76,4,Proton X70,0,200.0,110000.0,0.68,36839.91,0,4,1,0,0,0,1,36639.91
821013-61-3862,JNE7513,42,7,16,Perodua Myvi,0,500.0,50000.0,0.65,13938.16,0,3,0,0,1,1,1,13438.16
661228-41-3500,BWA0228,34,1,4,Proton X70,0,200.0,110000.0,0.45,21747.15,0,8,1,0,0,0,1,21547.15
801222-45-2174,COO0302,32,43,6,Toyota Vios,0,800.0,75000.0,0.63,22973.65,0,7,1,0,0,2,1,22173.65
560603-50-2624,JRB2687,43,2,12,Toyota Vios,0,200.0,75000.0,0.62,15241.14,0,7,1,0,0,2,1,15041.14
780209-48-9747,MDP0848,18,0,8,Perodua Myvi,0,500.0,50000.0,0.77,17686.8,0,2,0,0,2,0,1,17186.8
750502-97-9399,RUS7243,22,41,11,Nissan Almera,0,1000.0,70000.0,0.79,20253.96,0,6,1,0,0,1,1,19253.96
020222-21-7903,BJF3569,26,26,0,Proton X70,0,300.0,110000.0,0.49,21248.99,0,5,0,1,0,1,1,20948.99
741113-92-9702,KDG2665,29,0,15,Perodua Myvi,0,200.0,50000.0,0.62,14242.85,0,2,0,0,1,1,1,14042.85
680825-49-1010,OHJ8057,57,2,1,Proton X70,1,300.0,110000.0,0.72,35722.93,0,7,0,0,0,1,0,0.0
761009-60-0106,GPY1517,51,5,3,Perodua Myvi,0,300.0,50000.0,0.7,12340.06,0,6,1,0,1,0,1,12040.06
700531-04-7925,JYK8771,21,0,0,Perodua Myvi,0,200.0,50000.0,0.64,12092.59,1,9,1,0,0,0,0,0.0
910407-32-1156,TEV9709,35,10,2,Honda City,0,500.0,80000.0,0.45,12280.97,1,6,1,0,0,1,1,11780.97
930226-14-8259,TND8243,33,12,12,Perodua Myvi,0,800.0,50000.0,0.71,11894.53,0,5,1,0,0,2,1,11094.53
811011-15-1319,UQM2145,42,48,1,Proton X70,0,1000.0,110000.0,0.59,27797.49,0,5,0,0,0,2,1,26797.49
540705-96-8055,RTW5886,37,10,9,Mazda 3,0,800.0,130000.0,0.47,27060.16,0,5,0,0,0,0,1,26260.16
640503-59-9406,QRL7057,18,0,1,Perodua Myvi,0,800.0,50000.0,0.74,14501.34,0,3,0,0,0,2,1,13701.34
760509-22-2662,GHH9394,39,0,9,Nissan Almera,0,1000.0,70000.0,0.56,16377.62,0,5,0,0,0,0,1,15377.62
010216-09-1816,VMN8443,23,44,1,Proton X70,0,500.0,110000.0,0.5,17840.33,0,2,1,0,1,1,1,17340.33
530512-45-7962,THM8217,46,11,1,Toyota Vios,0,500.0,75000.0,0.54,12292.99,1,6,1,0,1,1,1,11792.99
950516-46-3592,SHG0256,27,6,5,Mazda 3,0,300.0,130000.0,0.56,30743.18,0,4,0,0,0,1,1,30443.18
600506-33-5188,BJT1003,55,54,7,Honda City,0,800.0,80000.0,0.47,16949.7,0,5,1,0,1,1,1,16149.7
830306-08-5593,TME1488,44,1,10,Honda City,0,200.0,80000.0,0.5,15937.56,0,1,0,0,0,2,1,15737.56
801120-22-7591,YXD0719,58,37,19,Perodua Myvi,0,1000.0,50000.0,0.69,15035.4,0,5,1,0,0,2,1,14035.4
910503-10-7695,HWB2607,37,24,18,Perodua Myvi,0,300.0,50000.0,0.8,12717.27,0,1,1,1,1,3,1,12417.27
881221-62-7993,ANK0274,40,0,6,Proton X70,0,200.0,110000.0,0.49,21085.78,0,7,1,0,2,2,1,20885.78
880803-68-2284,BCH0496,28,90,3,Perodua Myvi,0,800.0,50000.0,0.57,11799.71,1,4,0,0,0,1,1,10999.71
830417-70-4145,MZR0695,32,10,12,Mazda 3,0,1000.0,130000.0,0.76,48456.08,0,7,1,0,0,0,1,47456.08
451201-85-3166,SNV8894,32,38,5,Proton X70,0,200.0,110000.0,0.73,24491.43,1,9,0,0,0,1,0,0.0
691128-16-4127,VUK2440,67,15,1,Proton X70,0,300.0,110000.0,0.71,36038.97,0,6,0,0,0,3,1,35738.97
970309-89-6850,QXR3590,41,3,7,Honda City,0,500.0,80000.0,0.71,21348.22,0,6,1,0,0,0,1,20848.22
580508-86-3310,VTQ6789,33,1,1,Proton X70,0,200.0,110000.0,0.58,29788.86,1,7,1,0,0,4,1,29588.86
620528-98-6849,BAO9073,18,0,0,Proton X70,0,800.0,110000.0,0.68,27526.12,0,4,1,0,0,1,1,26726.12
570424-92-5640,ZPP8362,50,4,4,Proton X70,0,500.0,110000.0,0.52,26247.33,0,8,1,0,1,2,1,25747.33
540530-79-8420,NLX8941,42,31,10,Toyota Vios,0,800.0,75000.0,0.59,20137.61,0,6,1,0,2,0,1,19337.61
690203-30-6341,WZI5446,40,2,13,Toyota Vios,0,500.0,75000.0,0.55,16194.94,0,8,1,0,0,3,1,15694.94
781006-97-0839,KRJ7922,37,42,10,Perodua Myvi,0,1000.0,50000.0,0.44,10342.18,0,4,1,0,0,1,1,9342.18
570316-43-6745,RIF3042,39,9,2,Proton X70,0,800.0,110000.0,0.78,27743.32,0,8,0,0,1,3,1,26943.32
500121-16-0297,ARO8327,23,3,6,Proton X70,0,800.0,110000.0,0.76,38895.37,0,4,0,0,1,1,1,38095.37
620308-44-2824,ILJ9550,59,10,8,Nissan Almera,0,500.0,70000.0,0.57,16512.79,0,4,1,1,0,2,1,16012.79
830629-31-1278,TEZ2677,52,35,1,Perodua Myvi,0,800.0,50000.0,0.61,13118.33,0,4,1,0,0,0,1,12318.33
911120-37-3643,CFW2379,41,7,3,Mazda 3,0,200.0,130000.0,0.64,35195.82,0,6,1,0,0,1,1,34995.82
910729-03-0532,PFN4290,42,11,8,Toyota Vios,0,500.0,75000.0,0.47,13330.24,0,4,0,0,0,3,1,12830.24
770610-88-4937,PHY6249,51,17,6,Proton X70,0,1000.0,110000.0,0.42,21697.84,0,0,1,0,0,1,1,20697.84
960727-72-9626,OHL6456,40,18,13,Honda City,0,300.0,80000.0,0.53,18988.06,1,8,1,0,1,1,1,18688.06
000720-98-1566,LUZ7293,41,0,11,Perodua Myvi,0,200.0,50000.0,0.53,11449.28,0,4,1,0,0,1,1,11249.28
580322-61-0558,ZRW5853,65,43,18,Perodua Myvi,1,200.0,50000.0,0.68,13398.97,0,5,1,0,1,1,1,13198.97
801105-12-4898,XHD4269,26,87,15,Perodua Myvi,0,1000.0,50000.0,0.55,13516.1,1,6,0,0,1,0,1,12516.1
540309-34-2413,JPN6151,53,3,8,Toyota Vios,1,300.0,75000.0,0.52,17603.15,0,5,1,0,0,1,1,17303.15
930805-85-8631,BEH4444,54,4,3,Proton X70,0,1000.0,110000.0,0.69,24915.65,0,6,0,0,0,1,1,23915.65
461027-84-2033,TFR1922,34,11,18,Toyota Vios,0,1000.0,75000.0,0.71,21620.43,0,2,1,0,0,2,1,20620.43
630114-80-5530,FRX3968,43,4,5,Proton X70,0,300.0,110000.0,0.47,25419.38,0,3,1,0,0,0,1,25119.38
720628-75-6687,EXJ9666,33,4,7,Perodua Myvi,0,300.0,50000.0,0.4,7667.81,0,4,1,0,0,2,1,7367.81
581003-92-4399,UWJ3139,52,2,7,Perodua Myvi,1,300.0,50000.0,0.76,13272.45,0,9,0,0,0,2,0,0.0
520730-22-1106,JXU8556,38,58,3,Perodua Myvi,0,300.0,50000.0,0.57,14007.38,0,3,1,0,0,0,1,13707.38
970718-32-9816,ATV2583,54,40,13,Honda City,0,300.0,80000.0,0.67,18714.79,0,8,0,0,0,0,0,0.0
830506-24-2578,GON1434,30,28,5,Proton X70,0,200.0,110000.0,0.43,23019.42,1,4,1,0,1,2,1,22819.42
960617-29-6315,TFF9042,40,8,17,Perodua Myvi,0,200.0,50000.0,0.5,9568.91,0,5,1,0,1,2,1,9368.91
481104-26-8553,SCN5331,28,8,6,Proton X70,0,300.0,110000.0,0.64,23453.81,1,6,1,0,2,2,1,23153.81
700609-43-6739,JXM7406,50,40,17,Perodua Myvi,0,300.0,50000.0,0.55,8703.15,1,7,1,0,1,2,1,8403.15
520218-60-7224,BRR7008,23,26,10,Perodua Myvi,0,200.0,50000.0,0.49,11651.29,0,5,0,0,0,0,1,11451.29
861119-45-0418,TIC0196,18,0,16,Honda City,0,200.0,80000.0,0.77,24395.86,0,6,0,0,1,0,1,24195.86
620506-56-5121,OFE4069,51,11,3,Perodua Myvi,1,500.0,50000.0,0.68,15646.76,1,8,1,0,1,1,0,0.0
971005-95-4485,DED0429,55,58,20,Perodua Myvi,0,800.0,50000.0,0.78,14066.12,0,9,1,0,1,2,1,13266.12
890430-83-6610,QRS7740,30,1,6,Proton X70,0,200.0,110000.0,0.74,35631.35,1,4,1,0,0,3,1,35431.35
030719-98-3403,GHF1655,64,2,9,Perodua Myvi,0,200.0,50000.0,0.44,9518.32,0,3,0,0,0,3,1,9318.32
030525-75-8583,MJT6970,51,0,3,Mazda 3,1,1000.0,130000.0,0.53,33921.78,1,8,0,0,0,1,0,0.0
841208-71-5740,ZQJ4337,29,18,2,Honda City,0,800.0,80000.0,0.54,18046.73,0,8,1,0,1,2,1,17246.73
480915-47-3298,JLZ2560,51,63,3,Proton X70,1,300.0,110000.0,0.54,26824.87,0,4,1,0,3,1,1,26524.87
531201-35-2054,WXW3955,49,22,4,Proton X70,0,200.0,110000.0,0.56,26976.96,1,7,1,0,0,1,1,26776.96
640902-07-9730,VHK5605,46,8,1,Perodua Myvi,0,500.0,50000.0,0.44,9646.49,0,7,1,0,0,0,1,9146.49
950724-49-6048,VVK6979,53,15,4,Perodua Myvi,0,500.0,50000.0,0.55,9595.47,0,6,0,1,2,0,1,9095.47
050813-05-7100,CSN3119,58,63,4,Perodua Myvi,0,800.0,50000.0,0.65,13083.49,1,6,1,0,0,0,1,12283.49
010706-80-9347,IIC4776,33,3,6,Honda City,0,300.0,80000.0,0.53,15423.3,0,8,0,0,0,3,1,15123.3
520226-88-0489,DAL8585,36,4,1,Perodua Myvi,0,1000.0,50000.0,0.73,14020.42,0,7,1,0,1,0,1,13020.42
510125-14-4647,OMC4131,43,9,4,Proton X70,0,500.0,110000.0,0.6,29221.24,0,6,1,0,0,1,1,28721.24
011009-09-8154,XJX5538,47,0,19,Perodua Myvi,0,300.0,50000.0,0.78,16889.66,0,5,0,0,0,1,1,16589.66
500812-30-0525,DER6754,35,66,9,Mazda 3,0,200.0,130000.0,0.76,41134.03,0,3,1,0,1,0,1,40934.03
590608-10-1289,PEV1435,42,37,19,Perodua Myvi,0,300.0,50000.0,0.76,17615.43,0,5,1,0,1,1,1,17315.43
590124-61-2680,XJS9031,50,40,5,Proton X70,0,300.0,110000.0,0.63,23683.76,0,4,0,0,0,2,1,23383.76
530718-03-7812,JCH6115,37,10,11,Nissan Almera,0,200.0,70000.0,0.72,24572.01,0,4,1,0,0,1,1,24372.01
011206-62-5740,JQJ0279,58,16,5,Proton X70,0,500.0,110000.0,0.7,26436.95,0,6,1,0,0,0,1,25936.95
751016-76-0841,CMI2783,31,42,7,Honda City,0,300.0,80000.0,0.78,30428.88,0,8,1,0,0,1,1,30128.88
810918-86-0192,XQD9747,44,10,3,Perodua Myvi,1,200.0,50000.0,0.44,7797.86,1,8,0,0,2,1,0,0.0
800110-55-7078,ZGZ8890,28,79,5,Mazda 3,0,1000.0,130000.0,0.58,36575.46,0,10,0,0,0,2,1,35575.46
810107-98-2587,QML4304,39,132,18,Perodua Myvi,0,500.0,50000.0,0.69,14785.64,1,6,1,0,1,1,1,14285.64
660513-89-3215,GRI6809,46,13,7,Perodua Myvi,0,500.0,50000.0,0.71,11478.51,0,3,0,0,2,0,1,10978.51
690606-26-4956,ISH0069,46,58,6,Proton X70,0,500.0,110000.0,0.76,33168.31,0,3,0,0,1,1,1,32668.309999999998
620222-92-4434,DTL1322,48,6,12,Perodua Myvi,0,500.0,50000.0,0.71,14214.15,1,2,1,0,0,1,1,13714.15
000701-20-4507,QIS5230,40,74,4,Proton X70,0,300.0,110000.0,0.42,19561.51,0,5,1,0,0,1,1,19261.51
880219-22-6490,URS9892,46,80,3,Nissan Almera,0,300.0,70000.0,0.59,15457.78,0,5,1,0,1,1,1,15157.78
030421-47-2260,VBW2399,52,25,6,Perodua Myvi,0,200.0,50000.0,0.55,12873.26,1,5,1,0,1,1,1,12673.26
791108-20-3704,BJT1927,31,36,1,Proton X70,0,800.0,110000.0,0.58,28724.41,0,7,1,0,1,0,1,27924.41
721031-42-1675,ATF4225,58,49,13,Perodua Myvi,0,500.0,50000.0,0.69,16451.7,0,4,0,0,1,4,1,15951.7
880805-04-9378,ORB7898,24,56,6,Honda City,0,300.0,80000.0,0.7,18500.55,1,1,0,0,0,1,1,18200.55
950226-14-9347,KGT2757,49,15,5,Proton X70,0,500.0,110000.0,0.71,31552.4,0,4,1,0,1,3,1,31052.4
610313-58-2578,VPR3532,28,1,4,Perodua Myvi,0,1000.0,50000.0,0.78,18970.01,1,6,1,1,1,1,1,17970.01
730730-36-3014,CTZ1552,49,35,18,Perodua Myvi,0,500.0,50000.0,0.7,16193.18,0,4,1,0,0,0,1,15693.18
781124-87-8588,PIF4238,51,11,13,Honda City,0,500.0,80000.0,0.5,15961.24,0,4,0,0,0,1,1,15461.24
810602-01-1049,QVO2256,53,2,4,Proton X70,0,500.0,110000.0,0.7,27575.36,0,3,0,0,2,0,1,27075.36
960129-26-6280,NBQ0647,31,12,4,Proton X70,0,500.0,110000.0,0.44,21793.61,0,1,0,0,1,1,1,21293.61
670709-78-6165,MUX6680,43,5,13,Honda City,0,300.0,80000.0,0.44,13112.54,0,2,1,0,1,1,1,12812.54
630427-08-5478,JVK1974,35,9,0,Toyota Vios,0,200.0,75000.0,0.64,17283.78,0,8,1,0,1,1,1,17083.78
570604-11-1562,OFY9722,25,1,10,Mazda 3,0,800.0,130000.0,0.55,29503.09,0,2,0,0,0,1,1,28703.09
781007-57-4404,WDB0855,71,14,0,Proton X70,0,300.0,110000.0,0.6,26599.45,1,5,1,0,1,0,1,26299.45
940526-85-4032,QZP8110,37,38,13,Toyota Vios,0,200.0,75000.0,0.72,17268.88,1,3,0,0,1,2,1,17068.88
461202-85-4167,KWD2716,52,12,0,Perodua Myvi,0,800.0,50000.0,0.76,14300.1,0,1,1,0,1,1,1,13500.1
711008-72-8422,COO4440,40,3,12,Perodua Myvi,0,800.0,50000.0,0.67,11876.78,0,5,0,0,0,2,1,11076.78
770812-28-6735,HPZ1668,45,9,8,Perodua Myvi,0,300.0,50000.0,0.43,9954.87,0,5,1,0,0,1,1,9654.87
011122-90-1763,LQX5384,47,45,0,Proton X70,0,500.0,110000.0,0.77,25953.95,1,2,1,0,3,2,1,25453.95
470916-37-0409,GDY7864,59,11,3,Proton X70,0,200.0,110000.0,0.78,39193.58,0,7,1,0,0,0,1,38993.58
880922-40-8581,ELW6241,41,9,20,Perodua Myvi,0,200.0,50000.0,0.49,10998.01,0,4,0,0,1,0,1,10798.01
850918-56-3931,WAR6659,36,44,9,Perodua Myvi,0,1000.0,50000.0,0.8,15260.62,0,9,1,0,1,0,1,14260.62
880406-98-1718,DWV3655,37,6,3,Proton X70,0,1000.0,110000.0,0.63,31678.56,1,6,0,0,1,1,1,30678.56
700101-49-0964,BDX6701,29,7,0,Perodua Myvi,0,500.0,50000.0,0.77,16944.93,0,6,1,0,1,1,1,16444.93
590516-78-3613,MHM6371,59,7,9,Perodua Myvi,0,800.0,50000.0,0.74,18155.38,0,6,1,0,0,0,1,17355.38
570119-10-6937,NPD3629,41,24,1,Mazda 3,0,800.0,130000.0,0.66,35725.8,1,5,1,0,1,0,1,34925.8
750928-86-3855,RJN0411,50,19,16,Perodua Myvi,0,300.0,50000.0,0.73,14264.34,1,2,0,0,0,1,0,0.0
660824-13-4731,IOO1123,45,26,2,Nissan Almera,0,500.0,70000.0,0.67,17968.1,1,3,0,0,1,2,1,17468.1
550722-40-3599,CDD2206,33,37,0,Proton X70,0,200.0,110000.0,0.75,28482.11,0,3,0,0,1,2,1,28282.11
740418-36-7866,WER3843,18,0,17,Toyota Vios,0,200.0,75000.0,0.5,18611.79,0,9,1,0,2,0,1,18411.79
680102-48-2653,RTR0586,33,4,1,Honda City,0,200.0,80000.0,0.54,19512.0,1,7,1,0,1,0,0,0.0
050716-47-7017,XNH7185,44,3,5,Proton X70,0,800.0,110000.0,0.4,19971.14,0,1,1,0,1,1,1,19171.14
710929-15-2740,BSB7428,47,0,12,Perodua Myvi,0,200.0,50000.0,0.62,13536.29,1,5,1,0,1,1,1,13336.29
650616-90-2320,FSN7573,23,25,6,Proton X70,0,500.0,110000.0,0.44,20954.21,0,6,1,0,2,2,1,20454.21
041214-53-2391,AZG7388,59,7,5,Proton X70,0,300.0,110000.0,0.64,35132.52,0,4,1,0,0,1,1,34832.52
691220-58-8832,JNL9914,55,151,1,Perodua Myvi,0,300.0,50000.0,0.75,18153.19,0,6,1,0,0,1,1,17853.19
060713-78-7669,XIM5075,43,12,11,Honda City,0,500.0,80000.0,0.73,26318.33,0,5,0,0,2,2,1,25818.33
790610-40-1322,LQW6369,45,5,5,Toyota Vios,1,200.0,75000.0,0.66,23035.96,0,7,1,0,2,1,1,22835.96
500729-24-2848,BMZ1799,45,15,9,Perodua Myvi,0,500.0,50000.0,0.48,11576.47,0,4,1,0,1,1,1,11076.47
691017-76-9871,LFA4850,33,47,13,Mazda 3,0,500.0,130000.0,0.56,33860.6,0,5,1,0,0,1,1,33360.6
000122-56-8243,WAC8993,21,3,2,Nissan Almera,0,800.0,70000.0,0.61,15691.57,0,3,1,0,3,1,1,14891.57
